date,content,replyCount,retweetCount,likeCount,media,cleaned,sentiment_number,sentiment_label
2020-09-23 20:19:53+00:00,Now let’s have Universal match me https://t.co/ui7D8kyPQR,945,4746,70486,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EioElH9XcAYQs9g?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EioElH9XcAYQs9g?format=jpg&name=large'}]",let universal match,0.0,Neutral
2020-09-23 19:04:15+00:00,I’m giving all Good music artist back the 50% share I have of their masters,2830,16946,157235,,giving good music artist back share masters,0.35,Positive
2020-09-22 17:23:11+00:00,YZY Farm to table ⛷ it’s a good start https://t.co/JKHmY3eL9v,620,1712,31762,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiiShz4U4AAOh_w?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiiShz4U4AAOh_w?format=jpg&name=large'}]",yzy farm table good start,0.7,Positive
2020-09-22 16:31:25+00:00,WE MUST FORM A UNION     WE MUST UNIFY https://t.co/drZWqJCwse,1685,4110,37189,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiiGsofUYAE6fed?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiiGsofUYAE6fed?format=jpg&name=large'}]",must form union must unify,0.0,Neutral
2020-09-22 13:20:39+00:00,Neil Young basically has his own Spotify https://t.co/0JrYQnNGXS,391,1058,19704,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EihbCNIU8AAOpu-?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EihbCNIU8AAOpu-?format=jpg&name=large'}]",neil young basically spotify,0.1,Positive
2020-09-22 12:38:54+00:00,My mama was a’ English teacher     I know how to use correct English    But Sometimes I just don’t feel like it aaaand I ain’t got to ⛷,1488,13670,134942,,mama english teacher know use correct english sometimes feel like aaaand got,0.0,Neutral
2020-09-22 12:37:06+00:00,I believe Master P and Uncle Luke we’re fully independent     They pressed they own vinyl,343,1400,19633,,believe master uncle luke fully independent pressed vinyl,0.0,Neutral
2020-09-22 12:35:38+00:00,Been trying to connect with Master P  and Baby I’ve always felt they understood how to be independent,526,1789,26339,,trying connect master baby always felt understood independent,0.0,Neutral
2020-09-22 12:33:11+00:00,WINNING IS THE ONLY OPTION,2650,78098,254550,,winning option,0.5,Positive
2020-09-22 04:55:49+00:00,Getting our simplified DONDA gardens together      No squash 🤷🏾‍♂️ aaaaand definitely no broccoli 🤣 https://t.co/L82gJLpRWV,979,1268,24659,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EifnezSVkAAlAZv?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EifnezSVkAAlAZv?format=jpg&name=large'}]",getting simplified donda gardens together squash aaaaand definitely broccoli,0.0,Neutral
2020-09-21 21:57:52+00:00,YZY DESIGN MEETING WITH MARK MINER AND RANDAL YARBOROUGH https://t.co/ayCniv83dr,441,1062,19075,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EieHzF-U0AEwjLr?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EieHzF-U0AEwjLr?format=jpg&name=large'}]",yzy design meeting mark miner randal yarborough,0.0,Neutral
2020-09-21 18:53:43+00:00,THE LAST POST SHOWING THE BOLLORE BOARD WAS MISSING PHOTOS ... HERE GOES EVERYONE ⛷ https://t.co/iETBuENaE7,373,522,8551,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Eiddq3PUcAAUMRY?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Eiddq3PUcAAUMRY?format=jpg&name=large'}]",last post showing bollore board missing photos goes everyone,-0.1,Negative
2020-09-21 18:22:28+00:00,AND MY SUPER DUPER POOPER SCOOPER STAR SHIP TROOPER BEST FRIENDS AT BOLLORE 😊 https://t.co/0xces8X5TU,563,945,15367,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EidWhfLU0AcHXhk?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EidWhfLU0AcHXhk?format=jpg&name=large'}]",super duper pooper scooper star ship trooper best friends bollore,0.6666666666666666,Positive
2020-09-21 18:19:13+00:00,MY NEW FRIENDS AT VIVENDI 😊 https://t.co/wxvlDzgqTS,318,516,9160,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EidVx90U0AEExS1?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EidVx90U0AEExS1?format=jpg&name=large'}]",new friends vivendi,0.13636363636363635,Positive
2020-09-21 18:18:40+00:00,THESE ARE ALL GOING TO BE MY BEST FRIENDS SOME DAY 😊 UNIVERSAL https://t.co/R3trGtSB5L,504,840,15774,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EidVp3YUwAYcmtN?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EidVp3YUwAYcmtN?format=jpg&name=large'}]",going best friends day universal,0.5,Positive
2020-09-21 06:56:46+00:00,Ma$e is right about that line ... I always felt funny about that line ... Ma$e is one of my favorite rappers and I based a lot of my flows off of him ...  I’m the king of “ooh can I get away with this bars” so I reap what I sow when the next generation does the same to me.,841,2754,39505,,right line always felt funny line one favorite rappers based lot flows king ooh get away bars reap sow next generation,0.2589285714285714,Positive
2020-09-20 18:06:28+00:00,There are 5 main pillars in a professional musicians business                        Recording    Publishing    Touring    Merchandise    &amp;   Name and likeness,815,3716,32286,,main pillars professional musicians business recording publishing touring merchandise amp name likeness,0.13333333333333333,Positive
2020-09-20 18:00:00+00:00,"This is a call for all artist to unify ... I will get my masters , I got the most powerful lawyer in music and I can afford them but every artist must be freed and treated fairly",980,3629,44792,,call artist unify get masters got powerful lawyer music afford every artist must freed treated fairly,0.5,Positive
2020-09-20 17:42:03+00:00,"7. PORTALS

Are not just for royalties. They are for your entire business.  Every audio file, every asset, every deal stored WITH the money. Money and Music must stay together. When your term ends, download it all. Leave.",304,1468,13539,,portals royalties entire business every audio file every asset every deal stored money money music must stay together term ends download leave,0.0,Neutral
2020-09-20 17:40:34+00:00,"It sounds basic and logical but t does NOT exist. They focus on top earners and ZERO look at the 440 stores…. Only the top few. Artists are global. That’s why their contract territory says GLOBAL

Royalty department in EVERY label. No more separating finance teams from the music",249,1200,12077,,sounds basic logical exist focus top earners zero look 440 stores top artists global contract territory says global royalty department every label separating finance teams music,0.20833333333333334,Positive
2020-09-20 17:39:47+00:00,"6. ROYALTIES

Again back to dependents. You need a business manager to read how you did? So you pay to see your money!!! NO MORE.

Royalty portals need to show (and do not now)

Every song you delivered

Every store you are in

How many streams per song

Income per song",274,1772,13896,,royalties back dependents need business manager read pay see money royalty portals need show every song delivered every store many streams per song income per song,0.25,Positive
2020-09-20 17:38:36+00:00,"5. ADVANCES ARE JUST LOANS!!

On Artists re-signing these stop. Advances are Loans with 75% interest rates (or worse). NO other business in the world takes a look at the business, buys shares, starts to profit when it profits. Record Companies have to buy into you, not loan you.",304,2498,16927,,advances loans artists signing stop advances loans interest rates worse business world takes look business buys shares starts profit profits record companies buy loan,-0.4,Negative
2020-09-20 17:36:57+00:00,UMG now has a 2.2 billion share holding stake in Spotify. This is the artists. The system as to how we get share balances on our royalty statement needs to be created and a system on when Artists can cash in.,267,1477,14025,,umg billion share holding stake spotify artists system get share balances royalty statement needs created system artists cash,0.0,Neutral
2020-09-20 17:35:06+00:00,NO MORE blanket licenses. It should be clear from day one… what shares you get NOW and when you leave. If your song helps a deal over the line you invested in that store / app same as they did.,254,1328,12895,,blanket licenses clear day one shares get leave song helps deal line invested store app,0.10000000000000002,Positive
2020-09-20 17:34:35+00:00,"5. EQUITY &amp; BLANKET LICENSES ARE THE MAJORITY OF FUTURE NEW INCOME.

If you’re with a major you have invested your ‘songs’ as shares in their power to get equity and deals. Almost ALL new deals now are based on ALL songs going to a store or app. The equity is the Artists",190,1466,11934,,equity amp blanket licenses majority future new income major invested songs shares power get equity deals almost new deals based songs going store app equity artists,0.08380681818181818,Positive
2020-09-20 17:33:09+00:00,"4. LAWYERS 

the first thing that changes about Record Deals is actually lawyers.

We need Plain English contracts. A Lawyers role is to IMPROVE deals…. not charge for contracts we cannot understand or track. Re-write deals to be understandable from FIRST READ.",473,3442,24324,,lawyers first thing changes record deals actually lawyers need plain english contracts lawyers role improve deals charge contracts cannot understand track write deals understandable first read,0.05714285714285714,Positive
2020-09-20 17:31:17+00:00,"3. DEPENDANTS

Artists must be dependent on no one but themselves to manage their catalog. You should need NO ONE else to understand the business you’re in.",302,2124,17137,,dependants artists must dependent one manage catalog need one else understand business,0.0,Neutral
2020-09-20 17:30:05+00:00,2. The record label / publisher is a service provider that receives a share of the income for a limited term. The split can be 80/20 in the artists favor,300,1996,17324,,record label publisher service provider receives share income limited term split artists favor,-0.07142857142857142,Negative
2020-09-20 17:28:54+00:00,1. The artist owns the copyright in the recordings and songs and leases them to the record label / publisher for a limited term. 1 year deals,529,2887,29507,,artist owns copyright recordings songs leases record label publisher limited term year deals,-0.07142857142857142,Negative
2020-09-20 17:26:58+00:00,NEW RECORDING AND PUBLISHING DEAL GUIDELINES,596,2418,33811,,new recording publishing deal guidelines,0.13636363636363635,Positive
2020-09-19 18:18:33+00:00,"Two years ago we had 50 million people subscribed to music streaming services around the world. Today we have 400 million. 8 x growth. By the end of this year we will have 460 million. By the end of the decade we’ll have 2 billion as projected by J.P. Morgan, Goldman Sachs etc.",955,3418,47791,,two years ago million people subscribed music streaming services around world today 400 million growth end year 460 million end decade billion projected morgan goldman sachs etc,0.0,Neutral
2020-09-19 17:03:19+00:00,Speaking Biggs now ... I shouldn’t have said anything about Puma publicly ... I apologize to Emory and Jay and the entire Puma crew,1414,2325,45608,,speaking biggs said anything puma publicly apologize emory jay entire puma crew,0.0,Neutral
2020-09-19 15:46:28+00:00,STEVE RIFKIND PULLING UP TO CHANGE THE MUSIC GAME FOREVER https://t.co/otL5vkY4Vm,556,1259,26582,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiSfowGWAAgZBXu?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiSfowGWAAgZBXu?format=jpg&name=large'}]",steve rifkind pulling change music game forever,-0.4,Negative
2020-09-19 13:41:02+00:00,YEEZY CHRISTIAN ACADEMY V1 https://t.co/YRqK9daOCs,615,1170,25639,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiSC7lwXYA4d1mz?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiSC7lwXYA4d1mz?format=jpg&name=large'}]",yeezy christian academy,0.0,Neutral
2020-09-18 21:03:06+00:00,GREATNESS IN THE MAKING https://t.co/ndsS8OXkf6,1311,4307,57997,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiOehLbXkAEydQ3?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiOehLbXkAEydQ3?format=jpg&name=large'}]",greatness making,0.0,Neutral
2020-09-18 20:38:53+00:00,WE’RE GONIG TO TRANSPARENTLY CHANGE EVERY ALBUM DEAL EVERY PUBLISHING DEAL EVERY MERCH DEAL EVERY TOURING DEAL EXCEPT FOR DRAKE’S DEALS 🤣 JUST KIDDING ... I LOVE DRAKE TOO ... ALL ARTIST MUST BE FREE,2093,9636,102243,,gonig transparently change every album deal every publishing deal every merch deal every touring deal except drake deals kidding love drake artist must free,0.45,Positive
2020-09-18 20:32:54+00:00,WE’RE GOING TO MOVE THE ENTIRE MUSIC INDUSTRY INTO THE 21ST CENTURY,1150,3572,50096,,going move entire music industry 21st century,0.0,Neutral
2020-09-18 20:20:16+00:00,CULTURE IS THE MOST POWERFUL FORCE IN HUMANITY UNDER GOD,709,5665,46139,,culture powerful force humanity god,0.3,Positive
2020-09-18 20:20:10+00:00,I’M GOING TO PERSONALLY SEE TO IT THAT TAYLOR SWIFT  GETS HER MASTERS BACK.   SCOOTER IS A CLOSE FAMILY FRIEND,8131,9426,137666,,going personally see taylor swift gets masters back scooter close family friend,0.0,Neutral
2020-09-18 20:20:09+00:00,@Eminem THANK YOU FOR RAPPING ON THE DR DRE REMIX OF USE THIS GOSPEL I HAVW ALWAYS LOVED AND RESPECTED YOU AND IM HONORED TO HAVE YOU BLESS THIS SONG ... ITS ALSO NORTH WEST’S FAVORITE KANYE WEST SONG OF ALL TIME,763,5216,32452,,eminem thank rapping dre remix use gospel havw always loved respected honored bless song also north west favorite kanye west song time,0.6,Positive
2020-09-18 20:20:09+00:00,@Eminem      Thank you for rapping on the Dr Dre remix of my daughter’s favorite song of mine USE THIS GOSPEL,242,1699,13389,,eminem thank rapping dre remix daughter favorite song mine use gospel,0.5,Positive
2020-09-18 16:52:34+00:00,A CREED FOR ALL WARRIORS WHO FIGHT IN THE NAME OF JESUS TO PROTECT OUR CHILDREN AT ALL COST                                                   WE ARE NOT AFRAID OF DEATH     WE ARE NOT AFRAID OF HUMILIATION WE ARE NOT AFRAID BANKRUPTCIES                            WE ONLY FEAR GOD,1079,3307,29435,,creed warriors fight name jesus protect children cost afraid death afraid humiliation afraid bankruptcies fear god,-0.6,Negative
2020-09-18 16:51:26+00:00,YEEZY CHRISTIAN ACADEMY ... JESUS  IS SO GOOD ... WON’T HE DO IT https://t.co/Ose9pe0Tul,707,1757,31176,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiNk6yLX0AISTuC?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiNk6yLX0AISTuC?format=jpg&name=large'}]",yeezy christian academy jesus good,0.35,Positive
2020-09-18 16:49:10+00:00,I am the head of adidas ... I will bring adidas and puma back together and bring me and jay back together ... all pumas designs are embarrassingly trash but I will personally design puma and adidas and make everything ok,6420,22651,177416,,head adidas bring adidas puma back together bring jay back together pumas designs embarrassingly trash personally design puma adidas make everything,0.0,Neutral
2020-09-18 16:47:06+00:00,HA HA I GOT MY TWITTER BACK ⛷,4889,26829,313693,,got twitter back,0.0,Neutral
2020-09-18 16:46:38+00:00,FREE HOOVER https://t.co/E4rqeOkDJi,485,3235,20687,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiNj0mgWAAASc04?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiNj0mgWAAASc04?format=jpg&name=large'}]",free hoover,0.4,Positive
2020-09-18 16:45:57+00:00,FREE SHUG https://t.co/egs9uMa8vD,3435,3012,29972,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiNjqgaX0AIXqXA?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiNjqgaX0AIXqXA?format=jpg&name=large'}]",free shug,0.4,Positive
2020-09-18 14:44:36+00:00,Universal.    Sold ten cent a Chinese co 10 per cent at a 33 billion dollar valuation.    Principal is Vincent bollerre.    Universal own a chunk of Spotify that was given to them for agreeing to license artists masters.  Flowed through nothing to artists.,634,2267,24384,,universal sold ten cent chinese per cent billion dollar valuation principal vincent bollerre universal chunk spotify given agreeing license artists masters flowed nothing artists,0.0,Neutral
2020-09-18 14:03:07+00:00,GOOD MORNING MUSIC WORLD ... THESE ARE 2 OF THE MOST POWERFUL AND KNOWLEDGEABLE PEOPLE IN MUSIC ... ALL NEGOTIATIONS WILL BE TRANSPARENT... ARTIST WILL OWN OWN OWN MASTERS https://t.co/Y5H7h8Gvd2,928,1585,22125,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiM-ZAzWkAUUJod?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiM-ZAzWkAUUJod?format=jpg&name=large'}]",good morning music world powerful knowledgeable people music negotiations transparent artist masters,0.5,Positive
2020-09-18 13:55:58+00:00,we will change the paradigm,1107,5284,50360,,change paradigm,0.0,Neutral
2020-09-18 13:04:56+00:00,Don’t let the system pit us against each other ... JAY IS MY BROTHER ... I have eternal love for all artist that have been through and are still trapped this crooked system.   Jay still doesn’t get his own masters back for ten years. I will see to it that we all get our masters https://t.co/LshyaIVO1Y,1154,6600,54321,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiMxDq5WAAAMWi0?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiMxDq5WAAAMWi0?format=jpg&name=large'}]",let system pit jay brother eternal love artist still trapped crooked system jay still get masters back ten years see get masters,0.06,Positive
2020-09-18 04:06:07+00:00,Artist are founders,1886,9978,96128,,artist founders,0.0,Neutral
2020-09-17 18:54:08+00:00,DIAMONDS UP https://t.co/jtojsCEVu6,1098,4284,52611,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiI3aRvXgAAWzlf?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiI3aRvXgAAWzlf?format=jpg&name=large'}]",diamonds,0.0,Neutral
2020-09-17 17:47:52+00:00,WE’VE NEVER SEEN ANYTHING LIKE THIS BEFORE ... LOOK HOW ALL THE ARTIST STOOD UP     PRAISE GOD MY BROTHERS ITS TIME FOR FREEDOM    KEEP PRAYING,2006,7589,97555,,never seen anything like look artist stood praise god brothers time freedom keep praying,0.0,Neutral
2020-09-16 17:39:39+00:00,"90% of the record contracts on the planet are still on a royalty A standard record deal is a trap to NEVER have you recoup, and there’s all these hidden costs like the “distribution fees” many labels put in their contracts to make even more money off our work without even trying.",3868,11250,90175,,record contracts planet still royalty standard record deal trap never recoup hidden costs like distribution fees many labels put contracts make even money work without even trying,0.11111111111111112,Positive
2020-09-16 17:36:20+00:00,ONLY MUSEUM QUALITY BOYS https://t.co/zsjzzQytDx,2029,4859,83510,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiDcANNVgAY_oIp?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiDcANNVgAY_oIp?format=jpg&name=large'}]",museum quality boys,0.0,Neutral
2020-09-16 17:26:41+00:00,HI GUYS ... TRUST ME WE WILL NOT STOP ... HITBOY FIRST TO STAND UP ... I DIDN’T HAVE A PROBLEM WITH HIM PRODUCING FOR BEYONCÉ ... I HAD A PROBLEM WITH THE FACT HE WAS SIGNED TO ME AND I DIDN’T KNOW BUT I KNEW JAY AND BEYONCÉ AND HIT-BOY ... JUST FOR CLARITY,1833,3942,53638,,guys trust stop hitboy first stand problem producing beyoncé problem fact signed know knew jay beyoncé hit boy clarity,0.25,Positive
2020-09-16 17:23:20+00:00,From HITBOY LETS GOOOOO https://t.co/Wi9Kk71lzf,897,6345,55507,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiDZCt0UwAEGsDt?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiDZCt0UwAEGsDt?format=jpg&name=large'}]",hitboy lets gooooo,0.0,Neutral
2020-09-16 17:22:19+00:00,In the spirit of my God father Irving and his best friend Robert,675,1255,25354,,spirit god father irving best friend robert,1.0,Positive
2020-09-16 17:20:41+00:00,TRUST ME I WONT STOP UNTIL ALL IS FAIR TRUST ME FROM NAT YE AKA BABY PUTIN,2793,4061,47934,,trust wont stop fair trust nat aka baby putin,0.7,Positive
2020-09-16 17:13:33+00:00,Trust me ... I WONT STOP https://t.co/RmVkqrSa4F,41788,156683,730292,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1306280043643977728/pu/img/6E9gSpgQ7xO8OQc8.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1306280043643977728/pu/vid/480x270/wWl6CrVUPx-Y8bMo.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1306280043643977728/pu/vid/640x360/_w5gzrEpAghxHgas.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1306280043643977728/pu/pl/tp6tnBezxF6aGBbB.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1306280043643977728/pu/vid/1280x720/zOJ9DQsaF0lagd-O.mp4?tag=10', 'bitrate': 2176000}], 'duration': 8.24, 'views': 36709168}]",trust wont stop,0.0,Neutral
2020-09-16 17:11:44+00:00,Bono can I get a retweet     Love you Paul can I get a retweet love you Drake Kendrick even Taylor    We need you right noooooow ⛷,4166,9185,90475,,bono get retweet love paul get retweet love drake kendrick even taylor need right noooooow,0.42857142857142855,Positive
2020-09-16 17:10:21+00:00,ALL THE MUSICIANS WILL BE FREE,1537,9887,76892,,musicians free,0.4,Positive
2020-09-16 17:01:39+00:00,I wonder if Universal gonna call me ... I promise I have more ideas ... I will not stop I PROMISE YOU ON GOD,841,2542,36519,,wonder universal gonna call promise ideas stop promise god,0.0,Neutral
2020-09-16 17:00:34+00:00,01 This Is The Glory - 07.14.20 Ye Edit.mp3,1569,3474,42511,,glory edit mp3,0.0,Neutral
2020-09-16 16:59:39+00:00,Ok all music coming next,1472,4689,63235,,music coming next,0.0,Neutral
2020-09-16 16:59:21+00:00,Whew 😅 that was a lot guys 🤣,2328,5860,95899,,whew lot guys,0.0,Neutral
2020-09-16 16:33:28+00:00,You guys it took me so long to screen grab all my contracts      Here they are,672,2236,42840,,guys took long screen grab contracts,-0.05,Negative
2020-09-16 15:26:11+00:00,Uh oooooh 👀 https://t.co/bupcJOYnxm,1173,4717,60237,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiC-OAEVoAIvGkY?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiC-OAEVoAIvGkY?format=jpg&name=large'}]",oooooh,0.0,Neutral
2020-09-16 14:55:25+00:00,This is what me Kanye West deal looks like today ... I PRAY IN THE NAME OF JESUS THAT IT DONT LOOK LIKE THIS TOMORROW https://t.co/i8UN3Z6oQ3,926,1422,17348,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiC3LtyU8AAzaoy?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiC3LtyU8AAzaoy?format=jpg&name=large'}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiC3L2lU0AAFv6O?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiC3L2lU0AAFv6O?format=jpg&name=large'}]",kanye west deal looks like today pray name jesus dont look like tomorrow,0.0,Neutral
2020-09-16 14:52:55+00:00,THIS MOMENT IS GOING TO CHANGE THE MUSIC INDUSTRY FOR GOOD ... I FEEL SO HUMBLED AND BLESSED THAT GOD HAS PUT ME IN A STRONG ENOUGH POSITION TO DO THIS ... EVERYONE KEEP PRAYING ... ITS WORKING ... I AM ON MY KNEES THIS MORNING,1180,4465,48074,,moment going change music industry good feel humbled blessed god put strong enough position everyone keep praying working knees morning,0.37777777777777777,Positive
2020-09-16 14:38:32+00:00,I have to tweet page by page     The PDF is not loading on twitter,1197,2939,41155,,tweet page page pdf loading twitter,0.0,Neutral
2020-09-16 14:33:22+00:00,Here are my ten Universal contracts ... I need every lawyer in the world to look at these,954,2396,31771,,ten universal contracts need every lawyer world look,0.0,Neutral
2020-09-16 14:25:20+00:00,💩 this is my daughters favorite emoji... she’ll be able to do nothing but put emojis up for the rest of her life because my children will own my masters,805,3320,42586,,daughters favorite emoji able nothing put emojis rest life children masters,0.5,Positive
2020-09-16 14:23:23+00:00,Who made up the term major label in the first place??? 💩💩💩,419,1422,19524,,made term major label first place,0.15625,Positive
2020-09-16 14:22:40+00:00,I forgive everyone from the music industry that is involved with modern day slavery. Vengeance is only the lords.,650,2442,25536,,forgive everyone music industry involved modern day slavery vengeance lords,0.2,Positive
2020-09-16 14:21:44+00:00,"Colossians 3:12-17    
“Put on then, holy and beloved, compassionate hearts, kindness, humility, meekness, and patience, bearing with one another and, if one has a complaint against another, forgiving each other; as the Lord has forgiven you, so you also must forgive.",214,1979,13623,,colossians put holy beloved compassionate hearts kindness humility meekness patience bearing one another one complaint another forgiving lord forgiven also must forgive,0.19999999999999998,Positive
2020-09-16 14:19:02+00:00,OK GUYS CHECK THIS OUT ... I DONT HAVE A CONTRACT WITH UNIVERSAL ... I HAVE TEN 🤣 THEY TRY TO BURRY US ALIVE,727,2547,34344,,guys check dont contract universal ten try burry alive,0.03333333333333333,Positive
2020-09-16 13:49:54+00:00,Ephesians 6 12 https://t.co/F7zbFAMqUH,506,4023,20643,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiCoMK0VkAAn0ZQ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiCoMK0VkAAn0ZQ?format=jpg&name=large'}]",ephesians,0.0,Neutral
2020-09-16 13:45:50+00:00,I honestly need all my Royeres to be museum quality... if I see a fake Royere Ima have to Rick James your couch https://t.co/w9Ri1kLFY3,714,1851,22862,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiCnPqmVgAAulSz?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiCnPqmVgAAulSz?format=jpg&name=large'}]",honestly need royeres museum quality see fake royere ima rick james couch,0.04999999999999999,Positive
2020-09-16 13:42:01+00:00,Meanwhile https://t.co/62TdLENa9U,441,954,15309,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiCmYseVkAEGOVZ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiCmYseVkAEGOVZ?format=jpg&name=large'}]",meanwhile,0.0,Neutral
2020-09-16 13:35:18+00:00,I need prayer I need coverage as I go into battle      Everyone please pray for me ... you know what the system never counted on ... millions of prayers at once ... everyone I appreciate your prayers so much,2362,4689,46502,,need prayer need coverage battle everyone please pray know system never counted millions prayers everyone appreciate prayers much,0.2,Positive
2020-09-16 13:32:40+00:00,"Romans 12:19
King James Version
19 Dearly beloved, avenge not yourselves, but rather give place unto wrath: for it is written, Vengeance is mine; I will repay, saith the Lord. https://t.co/dnRteYnak2",242,1070,9789,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EiCkPqVVgAcjffx?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EiCkPqVVgAcjffx?format=jpg&name=large'}]",romans king james version dearly beloved avenge rather give place unto wrath written vengeance mine repay saith lord,0.7,Positive
2020-09-16 13:31:38+00:00,I KNOW MY LORD AND SAVIOR JESUS CHRIST WILL MAKE FOOLS OF AND PUNISH ALL WHO HAVE PARTICIPATED IN UNFAIR CONTRACTS,926,2372,23700,,know lord savior jesus christ make fools punish participated unfair contracts,-0.5,Negative
2020-09-16 13:23:11+00:00,"Psalm 118:6
6 The Lord is with me;I will not be afraid. What can mere mortals do to me?",471,3648,20508,,psalm 118 lord afraid mere mortals,-0.55,Negative
