date,content,replyCount,retweetCount,likeCount,media,cleaned,sentiment_number,sentiment_label
2020-11-04 09:04:50+00:00,KANYE 2024 https://t.co/Zm2pKcn12t,43873,44144,443722,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/El98y8cVgAExRSk?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/El98y8cVgAExRSk?format=jpg&name=large'}]",kanye 2024,0.0,Neutral
2020-11-03 20:53:31+00:00,I VOTED 🇺🇸 https://t.co/hlgIJUST4x,9563,8655,232510,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/El7VdQ8UcAA7EH3?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/El7VdQ8UcAA7EH3?format=jpg&name=large'}]",voted,0.0,Neutral
2020-11-03 20:51:55+00:00,KANYE2020 🇺🇸 https://t.co/3kd8vrrHZQ,3943,3372,97731,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/El7VF4JVMAAIHLM?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/El7VF4JVMAAIHLM?format=jpg&name=large'}]",kanye2020,0.0,Neutral
2020-11-03 20:42:45+00:00,The first vote of my life         We are here to serve      We pray for every servant leader in the world  🕊 https://t.co/UWSrKslCt1,7781,3846,81656,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1323727309308751872/pu/img/UYEn1i8cSH-P8EZg.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323727309308751872/pu/vid/720x1280/ImwK-iEBM0oX8lDq.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323727309308751872/pu/vid/320x568/BkvyOTUzG8MwaOYR.mp4?tag=10', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1323727309308751872/pu/pl/TQ22HOUxYOxm-FHR.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323727309308751872/pu/vid/360x640/cVLAseSARxqH5yQW.mp4?tag=10', 'bitrate': 832000}], 'duration': 15.013, 'views': 8752921}]",first vote life serve pray every servant leader world,0.25,Positive
2020-11-03 20:39:36+00:00,KEEP BELIEVING KANYE 2020    Thank you Jesus Christ https://t.co/OgFDGOCAOp,3668,2446,46206,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1323726527800909824/pu/img/DPuMq969DBuEMpDJ.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323726527800909824/pu/vid/320x568/Nw9miZ38hMTZEUYy.mp4?tag=10', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323726527800909824/pu/vid/360x640/Ez2sWQ1M3yi3YpyE.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1323726527800909824/pu/vid/720x1280/YVw_4wPrlbM9vWnP.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1323726527800909824/pu/pl/TJ5OoDuBgkQXjpJK.m3u8?tag=10', 'bitrate': None}], 'duration': 5.9719999999999995, 'views': 5011072}]",keep believing kanye 2020 thank jesus christ,0.0,Neutral
2020-11-03 15:09:18+00:00,Favs https://t.co/0oO13dEviF,2490,2851,51826,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/El6GrMnVgAELb4D?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/El6GrMnVgAELb4D?format=jpg&name=large'}]",favs,0.0,Neutral
2020-11-03 15:01:07+00:00,We will heal. We will cure.,1086,8645,56193,,heal cure,0.0,Neutral
2020-11-03 15:00:09+00:00,"God is so good 😊 Today I am voting for the first time in my life for the President of the United States, and it's for someone I truly trust...me. 🇺🇸 🕊",7715,18771,192792,,god good today voting first time life president united states someone truly trust,0.475,Positive
2020-11-03 14:56:56+00:00,I channel Will Ferrel when I’m at the daddy daughter dances,644,3920,66546,,channel ferrel daddy daughter dances,0.0,Neutral
2020-11-03 14:48:22+00:00,Life is the ultimate gift,1543,25201,126862,,life ultimate gift,0.0,Neutral
2020-11-03 04:19:17+00:00,So many of us need so much less than we have especially when so many of us are in need,6055,9312,90639,,many need much less especially many need,0.4444444444444445,Positive
2020-11-03 04:18:21+00:00,I hear people say ... this person is cool and this person is not cool... people are cool... man has never invented anything as awesome as a an actual person but sometimes we value the objects we create over life itself,956,9929,68298,,hear people say person cool person cool people cool man never invented anything awesome actual person sometimes value objects create life,0.41,Positive
2020-11-03 04:16:27+00:00,I was just speaking with someone that told me their life story and they used to be homeless      We must and will cure homelessness and hunger   We have the capability as a species,1250,3233,47604,,speaking someone told life story used homeless must cure homelessness hunger capability species,0.0,Neutral
2020-11-03 04:08:21+00:00,We as a people will heal. We will insure the well being of each other,648,3246,33627,,people heal insure well,0.0,Neutral
2020-11-03 04:07:48+00:00,There are people sleeping in parking lots,2033,4910,64076,,people sleeping parking lots,0.0,Neutral
2020-11-03 04:07:04+00:00,We will cure hunger,2335,4491,68952,,cure hunger,0.0,Neutral
2020-11-02 01:41:04+00:00,The Weekend as The Nutty Professor was hands down the best costume this Halloween ⛷ https://t.co/6he1adovRY,2882,17635,248897,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElyEGDAUYAEYhPY?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElyEGDAUYAEYhPY?format=jpg&name=large'}]",weekend nutty professor hands best costume halloween,1.0,Positive
2020-10-31 01:45:33+00:00,Praise God. Thank you so much #DoveAwards       God continues to send encouragement      Good is winning     Things are changing     Praise God https://t.co/OYU12hBWX8,1953,1259,21912,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Elnx8TLVcAIMTmH?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Elnx8TLVcAIMTmH?format=jpg&name=large'}]",praise god thank much doveawards god continues send encouragement good winning things changing praise god,0.4666666666666666,Positive
2020-10-30 23:50:01+00:00,How it’s going 🇺🇸 https://t.co/ayol8Sf0OR,2502,3645,67464,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElnXf1QU4AUamHI?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElnXf1QU4AUamHI?format=jpg&name=large'}]",going,0.0,Neutral
2020-10-30 23:49:26+00:00,How the day started 🙃 https://t.co/UyQUWqd2mT,2392,3938,64569,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElnXXRcVMAAgiES?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElnXXRcVMAAgiES?format=jpg&name=large'}]",day started,0.0,Neutral
2020-10-30 22:05:47+00:00,THE ROCK IS STILL ALIVE https://t.co/gvChkbcsQj,2234,4158,77230,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1322298661624139776/pu/img/62JaU39ihygDBdgh.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1322298661624139776/pu/pl/3vUsKtZqT9Rp3FR0.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1322298661624139776/pu/vid/320x568/VqHQY3zOmOpLsjyp.mp4?tag=10', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1322298661624139776/pu/vid/720x1280/AF_RA_RtluBW3bmC.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1322298661624139776/pu/vid/360x640/SV2vaKhO3dKDE7G3.mp4?tag=10', 'bitrate': 832000}], 'duration': 4.1370000000000005, 'views': 2348651}]",rock still alive,0.1,Positive
2020-10-30 21:09:40+00:00,2020 VISION 🇺🇸 https://t.co/Usl1fppN4r,2288,4319,76347,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElmyzArUcAE9KJn?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElmyzArUcAE9KJn?format=jpg&name=large'}]",2020 vision,0.0,Neutral
2020-10-30 21:02:25+00:00,Dear Future started as an op-ed and turned into a VISION PRAYER 🕊 https://t.co/hN8Zhz5EUp,1817,868,21933,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElmxIulVkAA4_lR?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElmxIulVkAA4_lR?format=jpg&name=large'}]",dear future started turned vision prayer,0.0,Neutral
2020-10-30 19:01:51+00:00,"DEAR FUTURE, I STILL BELIEVE IN YOU      PRINTED IN THE NEW YORK TIMES THIS MORNING     https://t.co/3hGgcjHzRE https://t.co/7tlMR2wa0q",1749,942,17266,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElmViv7VkAACVNP?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElmViv7VkAACVNP?format=jpg&name=large'}]",dear future still believe printed new york times morning,0.06818181818181818,Positive
2020-10-29 21:34:17+00:00,EMPATHY IS THE GLUE,1472,12691,91282,,empathy glue,0.0,Neutral
2020-10-29 18:03:55+00:00,NAH NAH NAH REMIX DABABY &amp; 2CHAINZ https://t.co/I0gaZJ0ft7,3726,18006,123466,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1321875356698046464/pu/img/WFV8JT_6cocYW3nY.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321875356698046464/pu/vid/480x480/i19S205sO9w2XXuk.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321875356698046464/pu/vid/720x720/ZY8XqJf-_1zzyGhn.mp4?tag=10', 'bitrate': 1280000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1321875356698046464/pu/pl/V5aBPxX14d2Bb64n.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321875356698046464/pu/vid/320x320/676MHj1_wnLJ7GJL.mp4?tag=10', 'bitrate': 432000}], 'duration': 139.525, 'views': 3153843}]",nah nah nah remix dababy amp 2chainz,0.0,Neutral
2020-10-29 05:16:24+00:00,"DEAR FUTURE, I STILL BELIEVE IN YOU     YEEZY CHRISTIAN ACADEMY https://t.co/GIlTHSCLJU",2577,3179,39218,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1321682228108169216/pu/img/SrbowcfNKNII1n7m.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321682228108169216/pu/vid/640x360/qHxlpHM-gAje8ueT.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1321682228108169216/pu/pl/_zQMuIXEBdHJkOv4.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321682228108169216/pu/vid/1280x720/7W9OfJ4kCoXXydRU.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321682228108169216/pu/vid/480x270/AKivqczGd4h6Q2cy.mp4?tag=10', 'bitrate': 256000}], 'duration': 48.067, 'views': 1847740}]",dear future still believe yeezy christian academy,0.0,Neutral
2020-10-28 18:11:02+00:00,We will heal https://t.co/pliy0PJQ9j,2661,6344,54118,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1321514750266675201/pu/img/kIw2RvyHnuZNW8gn.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321514750266675201/pu/vid/640x360/WmNUNJJ94i94xjCI.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321514750266675201/pu/vid/480x270/pw0xogtr_KNi-P_2.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1321514750266675201/pu/pl/Hz7lhTNXxkmOXHg3.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1321514750266675201/pu/vid/1280x720/-jGYEBGe02rW6Ej3.mp4?tag=10', 'bitrate': 2176000}], 'duration': 118.333, 'views': 1736702}]",heal,0.0,Neutral
2020-10-28 03:50:34+00:00,EVERYDAY    JOEL’S NEW SERMONS ARE SUPER UPLIFTING AND INSPIRING      PRAISE GOD FOR THE MOTIVATION        JESUS STAYS WINNING https://t.co/gitP0B2MJA,2251,724,16438,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElYxyKkWoAIV91n?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElYxyKkWoAIV91n?format=jpg&name=large'}]",everyday joel new sermons super uplifting inspiring praise god motivation jesus stays winning,0.2539393939393939,Positive
2020-10-28 02:35:18+00:00,Halloween coming 💀 https://t.co/4JaQA5YfYn,635,1666,49660,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElYgivyVgAACFMZ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElYgivyVgAACFMZ?format=jpg&name=large'}]",halloween coming,0.0,Neutral
2020-10-27 23:47:32+00:00,🤔 I was at 31 million followers 4 weeks ago and now I’ve been held at 30.9 million followers for the last 4 weeks 🤔🤔🤔 https://t.co/AV51hzh8bn,4785,2365,66167,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ElX6KWTVMAEag6W?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ElX6KWTVMAEag6W?format=jpg&name=large'}]",million followers weeks ago held million followers last weeks,0.0,Neutral
2020-10-27 17:10:43+00:00,"Just to be CLEAR: WE ARE IN ENGAGED WITH HAITI’s GOVERNMENT  to make a transformational INVESTMENT to bring  JOBS,  DEVELOPMENT, HELP SUPPORT LOCAL  FARMERS and FISHERMEN and Build a  new « CITY OF THE FUTURE » in a very beautiful country.",1680,3989,52996,,clear engaged haiti government make transformational investment bring jobs development help support local farmers fishermen build new city future beautiful country,0.21727272727272728,Positive
2020-10-26 16:48:05+00:00,Some Monday morning joy at YEEZY CHRISTIAN ACADEMY https://t.co/W23fMAazaS,648,1364,29961,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1320769155436482560/pu/img/iKW-UQRxqieR6EF_.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1320769155436482560/pu/vid/720x1280/qJKmFX39OchWF5n1.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1320769155436482560/pu/vid/320x568/nK2uKoQYTZdnd2e7.mp4?tag=10', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1320769155436482560/pu/vid/360x640/auSeEKL84lsTN7Qw.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1320769155436482560/pu/pl/9eQN0hxAfCYSa-61.m3u8?tag=10', 'bitrate': None}], 'duration': 11.843, 'views': 1557052}]",monday morning joy yeezy christian academy,0.4,Positive
2020-10-24 04:11:10+00:00,WRITE IN KANYE WEST    THERE IT IS https://t.co/HiJPrUIY9e,2922,1949,34609,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1319853827265265664/pu/img/JQEBC-tevQA1h735.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1319853827265265664/pu/vid/320x240/rP0Lo4EkxTbz1Gjm.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1319853827265265664/pu/pl/HLGUiE_S6kWu0ml7.m3u8?tag=10', 'bitrate': None}], 'duration': 30.932, 'views': 2587690}]",write kanye west,0.0,Neutral
2020-10-23 00:58:47+00:00,HOW TO WRITE IN KANYE WEST https://t.co/lY4BVdTmdm,4326,5865,49101,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1319443081121464328/pu/img/wIVes2KTjiINfqk7.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1319443081121464328/pu/pl/q4zAu73n3zGliiYX.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1319443081121464328/pu/vid/480x270/CwjxLHvHReEWNNkI.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1319443081121464328/pu/vid/640x360/uK5P3Q3FQH2DFU0H.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1319443081121464328/pu/vid/1280x720/lCmKbSy4pJCA2ECd.mp4?tag=10', 'bitrate': 2176000}], 'duration': 32.741, 'views': 4463409}]",write kanye west,0.0,Neutral
2020-10-22 22:45:59+00:00,GOD IS LOVE     LEADING WITH LIGHT          https://t.co/TlwzNXRTkL https://t.co/gWMLYLLiE1,644,1609,19443,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Ek98H7MX0AYjbZ5?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ek98H7MX0AYjbZ5?format=jpg&name=large'}]",god love leading light,0.45,Positive
2020-10-21 17:26:10+00:00,Been doing empty stadiums    Happy 40th birthday!!!  I love you so much https://t.co/dCgHhzP2J8,1702,11489,195883,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/Ek3pVbyWkAA401A?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Ek3pVbyWkAA401A?format=jpg&name=large'}]",empty stadiums happy 40th birthday love much,0.35000000000000003,Positive
2020-10-20 19:59:15+00:00,VOTE KANYE https://t.co/sXrotfOHE3,4083,6512,50636,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1318642892664025088/pu/img/i2fmwGGfDtZYlWkR.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318642892664025088/pu/vid/640x360/OnLvLHF8dyF4CZ6F.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318642892664025088/pu/vid/480x270/Nejb3OXTXI4Mt7ir.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1318642892664025088/pu/pl/EOQusbQsTTonZSej.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318642892664025088/pu/vid/1280x720/WJomHwwmcKlsycGl.mp4?tag=10', 'bitrate': 2176000}], 'duration': 64.231, 'views': 3216022}]",vote kanye,0.0,Neutral
2020-10-19 17:56:05+00:00,OUR BEAUTIFUL LIGHT CLEAR REALITY https://t.co/L0TCuSoSr4,919,4491,57574,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1318249549035573249/pu/img/7-VIQQaxlQh9C4ZL.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318249549035573249/pu/vid/720x1280/zqLoiai7IqUgLroO.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318249549035573249/pu/vid/320x568/SqKrzL7DXNIs6zSD.mp4?tag=10', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1318249549035573249/pu/pl/VLkNqqgKnAp0KZU6.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318249549035573249/pu/vid/360x640/8u1hlfHr4uBJloWA.mp4?tag=10', 'bitrate': 832000}], 'duration': 12.942, 'views': 1493972}]",beautiful light clear reality,0.45,Positive
2020-10-19 06:15:33+00:00,DABABY TURNED THIS VERSE AROUND SO QUICK ITS INSPIRATIONAL TO SEE HOW FAST WE CAN MOVE AS A PEOPLE.   I HAD TO GIVE YALL AT LEAST A SNIPPET. https://t.co/Ap1SNAmFNK,1684,13118,105500,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1318073257396903936/pu/img/4nkJLK8499r8LXYG.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318073257396903936/pu/vid/720x720/Jh6lrgOoki4-d3kv.mp4?tag=10', 'bitrate': 1280000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1318073257396903936/pu/pl/wYwZMAYs0WUsWf8P.m3u8?tag=10', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318073257396903936/pu/vid/320x320/m68SrMKpe8_p9gIE.mp4?tag=10', 'bitrate': 432000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1318073257396903936/pu/vid/480x480/iCQoTZcrebJ8FmYz.mp4?tag=10', 'bitrate': 832000}], 'duration': 16.058, 'views': 2112293}]",dababy turned verse around quick inspirational see fast move people give yall least snippet,0.1833333333333333,Positive
2020-10-18 19:13:24+00:00,Had to tweet the new ideas 🙈 https://t.co/rO5eyNt9wp,1449,1454,36489,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/EkolG4lVgAAsUA1?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EkolG4lVgAAsUA1?format=jpg&name=large'}]",tweet new ideas,0.13636363636363635,Positive
2020-10-18 19:11:56+00:00,Food tasting at YCA    new menu going yaezeeeeeeeer https://t.co/qI3tfzjMwJ,238,523,10734,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1317906253121609728/pu/img/OZZWjqQ4bYYEXuYo.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1317906253121609728/pu/vid/640x360/3Gx1X5Qp1824Xf3Z.mp4?tag=10', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1317906253121609728/pu/vid/1280x720/g489QZ0flKOJ1I2D.mp4?tag=10', 'bitrate': 2176000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1317906253121609728/pu/vid/480x270/QMwvhRJQ_tSeQ16U.mp4?tag=10', 'bitrate': 256000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1317906253121609728/pu/pl/k-2aMpK6dJPiSRsX.m3u8?tag=10', 'bitrate': None}], 'duration': 7.44, 'views': 937074}]",food tasting yca new menu going yaezeeeeeeeer,0.13636363636363635,Positive
